,Name,Location,Specialty,Picture
796,"Kaveh Bagheri, MD",['8860 Center Dr'],"['Hospital medicine', 'Internal medicine', 'Pulmonary disease']",https://images.ctfassets.net/pxcfulgsd9e2/1QtZsatcjXUwiY4vPZNYZK/f9aa99be0a5a022cc1a0c634b924a0da/kaveh_bagheri_profile.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
797,"Purushotham Kotha, MD",['8860 Center Dr'],"['Cardiology', 'Cardiovascular disease']",https://images.ctfassets.net/pxcfulgsd9e2/6VEmy2IBsTSGgaMCp1p2r7/f59f765169bcd2a7d8879f6193429ae0/kotha_purushotham_57152_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
798,"Akther Kotha, MD","['8860 Center Dr', '374 H St']",['Rheumatology'],https://images.ctfassets.net/pxcfulgsd9e2/61mmIP9vKviECBmF3LDNtK/db723dcc74f90c3878c5d02c3fd91191/Kotha_Akther_55619_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
799,"Ayham Skaf, MD","['8851 Center Dr', '835 3rd Ave']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/7beWvQEu8xkkDfoYy4SGJU/77594ac7035862606339c79630247c70/skaf_ayham_79318_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
800,"Bryant Nguyen, MD",['8851 Center Dr'],"['Cardiology', 'Cardiovascular disease', 'Interventional cardiology']",https://images.ctfassets.net/pxcfulgsd9e2/75FJeXFBhWBZWWHgzELJr3/9a1c8a2361e8fc48372339069e2c0d11/Nguyen_Bryant_77992_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
801,"Payam Mehranpour, MD",['8851 Center Dr'],"['Cardiology', 'Cardiovascular disease', 'Interventional cardiology']",https://images.ctfassets.net/pxcfulgsd9e2/2FwWUMJ7gzFbXaeT5pjiSn/64078bf36327d0020176961660302940/Payam_Mehranpour.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
802,"Ahmad Shah Mohammad, MD",['8851 Center Dr'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
803,"Amirhassan Bahreman, MD",['8851 Center Dr'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/1tHdkj4QqWQPJ3K9m27jmU/b3cf8ca80844e1626b50405cc4602ae0/bahreman_amirhassan_73995_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
804,"Alborz Hassankhani, MD",['8851 Center Dr'],['Cardiovascular disease'],https://images.ctfassets.net/pxcfulgsd9e2/1rVMYtlQwo9a8qMrTDzlAT/e7914652e84f90905e461b07400c5fe3/Hassankhani_Alborz_66358_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
805,"Yu Dennis Cheng, MD",['8851 Center Dr'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/5hCqdgr2jMyB0gez284XDZ/cba963b00eebc4b63ecba8aecf722e6a/cheng_dennis_67686_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
806,"Luan Do, MD",['8851 Center Dr'],['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
807,"Er-Kai Gao, MD",['8851 Center Dr'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/67U1d3c7QJQIOanfPmTbwf/c8a0db31daa2b460f9d0632d8f476c4c/gao_er-kai_65019_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
808,"Lucy Miller, MD",['8851 Center Dr'],['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/5aIAMT0BXrXPQrkr3FlSCu/7c876d59ae22a8606bb8d912aa04ea23/miller_lucy_62168_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
809,"Wilfred Kearse, MD",['8851 Center Dr'],['Urology'],https://images.ctfassets.net/pxcfulgsd9e2/usLGJxSE1Bjs1udzCnx1g/a777ff08acbd101e8a7b376c1d1018ec/kearse_wilfred_59243_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
810,"George Fadda, MD",['8851 Center Dr'],['Nephrology'],https://images.ctfassets.net/pxcfulgsd9e2/12utuTuZMNTeWOA51mxGzr/a795da115d5ebfbb43eaec991cb9ad05/fadda_george_55998_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
811,"Peter Belott, MD",['8851 Center Dr'],['Cardiovascular disease'],https://images.ctfassets.net/pxcfulgsd9e2/7np9ljXpMmhKif5ZEQCFxR/c92b4580eace9050d24316e2a5a104d0/belott_peter_57049_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
812,"Kevin Cox, DPM",['8851 Center Dr'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/1U61WWWFLKwqvTuvuJkIKP/6d4cb679b80d3efa06cd6961c2ddb79b/cox_kevin_95077_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
813,"Farah Dawood, MD","['752 Medical Center Ct', '8851 Center Dr', '1380 El Cajon Blvd']","['Cardiac electrophysiology', 'Cardiology', 'Cardiovascular disease', 'Internal medicine']",https://images.ctfassets.net/pxcfulgsd9e2/1mFHYj6QU5X2FOWsbIgNwZ/a35e3cfb6e7cdc6e64f53b9eb1279134/Dr._Farah_Dawood.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
814,"Genaro F. Fernandez, MD",['8851 Center Dr'],"['Cardiovascular disease', 'Internal medicine', 'Interventional cardiology']",https://images.ctfassets.net/pxcfulgsd9e2/5LzHPjaZnFRrlxUBmzusW0/ca7e02550cc04c45fc4992938dc0a936/fernandez_genaro_87664_2018.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
815,"Jesse Naghi, MD",['8851 Center Dr'],"['Cardiology', 'Cardiovascular disease', 'Internal medicine', 'Interventional cardiology', 'Interventional radiology']",https://images.ctfassets.net/pxcfulgsd9e2/737eNpTsEhVIO6CtmTkvyv/e790e201af44ea245b4c01094773904b/naghi_jesse_84651_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
816,"Behzad Taghizadeh, MD",['8851 Center Dr'],"['Cardiology', 'Cardiovascular disease', 'Interventional cardiology']",https://images.ctfassets.net/pxcfulgsd9e2/157Q11QOulQmFI1THr0pkh/6f42adca3a28e61627d21e820df641cf/taghizadeh_behzad_82651_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
817,"Marina Levin (Ross), MD",['15611 Pomerado Rd'],"['Hospital medicine', 'Internal medicine']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
818,"Phillip Dickinson, MD",['8554 La Mesa Blvd'],['General surgery'],https://images.ctfassets.net/pxcfulgsd9e2/61FwTf2znR1tfd29h2rQfz/36c932eeac027215caac2d9beccc583d/Dickinson_Phillip_70383_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
819,"Ananthram Reddy, MD",['9456 Cuyamaca Street'],['Gastroenterology'],https://images.ctfassets.net/pxcfulgsd9e2/442J2oJ2gLvR32aRdldO3A/effc620e98e4f68fb67f5926ebe210da/reddy_ananthram_72654_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
820,"Douglas Daub, MD",['9460 Cuyamaca St'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/5tlCinfx3G0NDUC7vVpL2d/48969ed971afb5c562f107a6ea3f856a/Daub_Douglas_70611_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
821,"Halyna West, MD",['9460 Cuyamaca St'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/TR1Wzq2fGd6h9rf2WwtVk/32ceaddb8065cc0c94f937d7e7a9971e/west_halyna_78840_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
822,"Namratha Prabhu, MD","['15725 Pomerado Rd', '637 E Grand Ave']","['Anesthesiology', 'Pain medicine']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
823,"Casey Fisher, MD","['15725 Pomerado Rd', '2125 South El Camino Real', '406 South Magnolia Avenue']","['Pain medicine', 'Rehab/physical medicine']",https://images.ctfassets.net/pxcfulgsd9e2/6AeR0mBRgrgcQ5Sj45iC2q/a60083355a7e36b0a13fe73f2a644292/fisher_casey_80899_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
824,"Regina Mangine, MD",['9600 Cuyamaca St'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4aRtWliAJo5wrz5mCbH9xA/375ddc295e95bfca7d8d5a599202aaf9/mangine_regina_73694_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
825,"Tamantha Arlata, MD",['9600 Cuyamaca St'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
826,"Yvette Canaba, MD, DPM",['8772 Cuyamaca St'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/6i6ZxJVYUWiw2Nf5iuWYND/51ce506959249c9bb4453a35cde6838e/canaba_yvette_89062_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
827,"Hussein Abdulhadi, MD",['5965 Severin Drive'],"['Pain medicine', 'Rehab/physical medicine']",https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
828,"Seema Sundaram, MD","['1400 E. Palomar St.', '8701 Cuyamaca St']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/3zNv0s4e9bfnvl7CuV4SeG/43ef3d61cb37279a97a6d72cd00be9d1/sundaram_seema_80198_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
829,"Tim Gurtch, MD",['8875 La Mesa Blvd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4Jv9CGupxNQaM6nRQESBi2/ade3d7cda0fc1c5de1207e3f4870c5f7/gurtch_tim_66789_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
830,"Rommel Navarrete, MD",['5111 Garfield St'],"['Endocrinology', 'Internal medicine']",https://images.ctfassets.net/pxcfulgsd9e2/4tnEyQBJrFDLYLogTzypVf/556923dc955225bc94640a17c1282b24/navarrete_rommel_63518_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
831,"James Malinak, MD",['5111 Garfield St'],"['Internal medicine', 'Rheumatology']",https://images.ctfassets.net/pxcfulgsd9e2/3n07XMzQCQ7XA4NbzjCXIC/269a52f2c57afd895fc754786ac065f6/malinak_james_55204_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
832,"Denise Honer, MD",['5111 Garfield St'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/3DJPt0Bvxuq1q2BrFESr6I/42b5f6bf90d6cba8279aeaf3db082306/honer_denise_57133_2014.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
833,"Tonya Henderson, MD",['8701 Cuyamaca St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/ctpCG4I8lSO53OPpY7hHu/db45655148ad4997519658f91911625e/henderson_tonya_63289_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
834,"Stacey Coleman, DO",['8701 Cuyamaca St.'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/2snJexXrnnYfiU0bTAmdaj/0f4c165dd54780fff1612de22f95665a/coleman_stacey_56819_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
835,"Marisa Strobridge, DO",['8701 Cuyamaca St.'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
836,"Noor Shakir Al-Ameri, MD",['8701 Cuyamaca St.'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
837,"Elliott Antman, MD",['8701 Cuyamaca St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
838,"Lisa Eichberger, MD",['8701 Cuyamaca St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/28MMIxhihCs2IZKgH7axxz/46aba3bc339069952b3b2b470be75ca7/Eichberger_Lisa__1_.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
839,"Kristin Manson, MD",['8701 Cuyamaca St.'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/4Ly0SHZnXLefjcSv1FDh6P/e3916f2fa2b6c1136c78a4bdc22a08b4/Kristin_Manson__MD.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
840,"Amro Mahmoud, DO",['8701 Cuyamaca St.'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/3ZNlzal461QXe3qgAllor4/38fb5dd048ec2398031e868d890ed1fd/mahmoud_amro_90778_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
841,"Sandy Truong, MD",['8701 Cuyamaca St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/71FgL320D8ncoZD8MLCgOn/9bef4851cf86c645570fdeb86c9ef28d/troung_sandy_90760_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
842,"Ashley Chiarappa, MD",['8701 Cuyamaca St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4yZVDDaGGonlrmwgjCb5vS/f554f46262182e9574e0de7f72fb7dcb/chiarappa_ashley_90666_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
843,"Andrea Seid, DO",['8701 Cuyamaca St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4DjtkvceP3n7fAJgm21exV/4b2ac7d7cc3eada9c8d43bebaf2ccaab/seid_andrea_89003_2019.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
844,"Jennifer Tam, OD",['8701 Cuyamaca St.'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/2kUIQ4lFB0BisFrGwjdkrd/bd3c4703bdc304fbf14b98093dd23a92/tam_jennifer_73170_2012.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
845,"Humberto Gallego, MD",['8701 Cuyamaca St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/23BsmWV9Tnt75wFqAnXue5/eaadaf764e28df637faed5504406a6e2/gallego_humberto_73748_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
846,"Joseph Aleshaki, DO",['8701 Cuyamaca St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/3q0Uw3dPHdWd2ITeZ3Fs0S/79383e222434f115212f1bd826ba245e/aleshaki_joseph_85416_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
847,"Jennifer Lee, MD",['8701 Cuyamaca St.'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/3a2vksbeLZ7f0zJe1JN8S4/af8097305b6f3ec457f26ef1d7120020/lee_jennifer_94125_2023.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
848,"Sama Carley, MD",['8701 Cuyamaca St.'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
849,"Veena Arun, MD","['1400 E Palomar St.', '16899 W. Bernardo Drive', '8701 Cuyamaca St.']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/6fh805fsZ9IwOxjiUZZjSp/20d36258593f5ea8af13968f4a478470/arun_veena_92550_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
850,"Allison Pierce, OD",['8701 Cuyamaca St.'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/5W17Se4O38hVIUmc6QJRCK/3f14e34f38aca2d4bbba9f3224521693/pierce_allison_90636_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
851,"Ketan Bakriwala, OD",['8701 Cuyamaca St.'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/4n2XuxWhZRohJ7JNEXbd7E/dd66c74f04d2f3d2d3a9f583e69c52a7/bakriwala_ketan_79074_2020.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
852,"Namrata Kapoor, MD","['16899 W. Bernardo Drive', '8701 Cuyamaca St.']",['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/1tG2almlZcGiWxb64MfBD1/da44b0fa176c990ecb72c9c32abd6125/kapoor_namrata_85999_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
853,"Lisa Clarke, NP",['8701 Cuyamaca St.'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/5XFZYD8HtJQqcptaBqs7Ln/5496850ad32fa404aa1387ad3702f05a/Lisa_Clarke.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
854,"Richard Campbell, MD",['16899 W Bernardo Dr'],['Sports medicine'],https://images.ctfassets.net/pxcfulgsd9e2/3Dm2g0orzil1QsrPyAyUSx/8d36097fe72ed5fa9c38828ac3acc418/campbell_richard_71747_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
855,"Michele Lamantia, MD",['950 S Euclid Ave'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
856,"Azita Aslian, MD",['950 S Euclid Ave'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
857,"Deirdre Davis, MD",['950 S Euclid Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
858,"Cynthia Fambro Ii, MD",['950 S Euclid Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
859,"Peter Csapoczi, MD",['950 S Euclid Ave'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
860,"Katherine Wu, DO",['16899 W. Bernardo Drive'],['Pediatrics'],https://images.ctfassets.net/pxcfulgsd9e2/7GMJiTNY5S83pRhCXrlKdD/eb79cadc4363841d55cc9c2b793bf436/Katherine_Wu.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
861,"Marshall Roberts, MD",['16899 W. Bernardo Drive'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
862,"Priyanga Jayakumar, MD",['16899 W. Bernardo Drive'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/1WNByEat96ouACXO3KOIDk/b6af3c89b8255b17710b74cb12debf2c/Dr._Priyanga_Jayakumar.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
863,"Ankhita Ramdas, MD",['16899 W. Bernardo Drive'],['Internal medicine'],https://images.ctfassets.net/pxcfulgsd9e2/7GXnS0LHEUtgByFSuPOf8z/55f6e9baf169f23046cde22b0ccefec1/Dr._Ankhita_Ramdas.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
864,"Kristin Jones, DO",['16899 W. Bernardo Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
865,"Amity Clow, MD",['16899 W Bernardo Dr'],"['Family medicine', 'Sports medicine']",https://images.ctfassets.net/pxcfulgsd9e2/76DRZw79DRLJDqfjQNFxQO/346b65c455f321ae413bfb47879f0db4/clow_amity_89342_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
866,"Maia Uli, DO",['16899 W. Bernardo Drive'],['OBGYN'],https://images.ctfassets.net/pxcfulgsd9e2/2Cw8ZVNqDOvb1XnXNOHjvK/f8fe1f11a5418712bd393296c80970e6/uli_maia_85936_2021.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
867,"Galina Stetsenko, MD",['16899 W. Bernardo Drive'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/5F4eGYrtZQkSAv9dORC7zT/a10bd2113c1e47dcea92a9d5f474f17a/stetsenko_galina_80192_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
868,"Amir Hajimirsadeghi, DPM",['16899 W. Bernardo Drive'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/4JTibFlu2kU4EScsNxmbPu/e82f7c14bf7174a38fe5041df52eab22/hajimirsadeghi_amir_74895_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
869,"Michael Ventura, OD",['16899 W. Bernardo Drive'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/1IHlCybFHfrGF8dFO5Ozfz/a83932a10c75b018a7b47e89f6bc5c45/ventura_michael_74007_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
870,"Bryn Salt, MD",['16899 W. Bernardo Drive'],['Allergy and immunology'],https://images.ctfassets.net/pxcfulgsd9e2/2nqGR1hLmriQQBVfDBKSg4/3bf245ff1770d1d157ea34a6532e292f/salt_bryn_73072_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
871,"Henry Shin, MD, DPM","['1400 E. Palomar St.', '16899 W. Bernardo Drive']",['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
872,"Caroline Thornton, MD",['16899 W. Bernardo Drive'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/6IVGWmN4yK84rUCi0urXsM/884de9dba8685c6b6e2fc0cf35a2dce4/thornton_caroline_59115_2015.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
873,"Cheryl Wright, MD",['16899 W. Bernardo Drive'],['Rheumatology'],https://images.ctfassets.net/pxcfulgsd9e2/5RARjzh8TegobBOVLTgh35/b3631ee0489599930564a6a6d87faae4/wright_cheryl_54422_2013.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
874,"Barry Lipson, MD",['16899 W. Bernardo Drive'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/CVUQVTrm1KrIkENpCKVCL/ee94da3b63bde683b91eaa54b9c4bbc4/lipson_barry_53585_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
875,"Justin Dominick, MD",['16899 W. Bernardo Drive'],['Neurology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
876,"Luan Pham, DPM",['16899 W. Bernardo Drive'],['Podiatry'],https://images.ctfassets.net/pxcfulgsd9e2/4rYruD10AgGANJjJvDomgd/3af1685c727f10c531a22300b1cafd90/pham_luan_86186_2017.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
877,"Anjali Sheena Parekh, MD",['16899 W. Bernardo Drive'],['Ophthalmology'],https://images.ctfassets.net/pxcfulgsd9e2/3nHtMAk5zGeTBfWBexdIDm/d7123d413214b01298304c7db4a05b47/parekh_anjali-sheena_82333_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
878,"Yan Wang, MD",['16899 W. Bernardo Drive'],['Dermatology'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
879,"Charles Tornatore, MPH, OD",['16899 W. Bernardo Drive'],['Optometry'],https://images.ctfassets.net/pxcfulgsd9e2/5cP0570yKKPgGMiOchuAXW/2663d4112e31640e134d197480027ae5/tornatore_charles_54620_2011.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
880,"Alan Berkowitz, MD",['328 Encinitas Blvd'],"['Addiction psychiatry', 'Geriatric psychiatry', 'Psychiatry']",https://images.ctfassets.net/pxcfulgsd9e2/ZP1mGm8bHmCpkduiHAGkv/7ec9fadce614a877c4056a10a09fd69b/berkowitz_alan_55962_2022.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
881,"Kin Wong, MD",['10201 Mission Gorge Rd'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/1eNHb70lDAgSyTLZVmpanv/caf6ccc518bd9b714c4ccf803f9a796b/wong_kin_54884_2016.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
882,"Mirwais Saifi, MD",['10158 Buena Vista Ave'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/3NVxWFYjgf2Lhtr1NVdTyM/4f4c0b1c09cab0c69badfe421e123158/Dr._Mirwais_Saifi.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
883,"Anshu Gupta, MD",['700 Garden View Ct'],['Plastic surgery'],https://images.ctfassets.net/pxcfulgsd9e2/3UaCv1e1GRNRUjzPN8oPGn/d82a482c0d90ef127df1d3207d1e77ae/gupta_anshu_76194_2009.jpg?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
884,"Alexander Medina, MD",['330 E 8th St'],['Family medicine'],https://images.ctfassets.net/pxcfulgsd9e2/4vtfSBGmp3LQhKtvjw2JIC/d0f2094db56d33c832190f5e281156e5/Placeholder_image.png?f=face&fit=fill&fm=webp&h=2792&q=35&w=2792
